Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,3.0,77.0,364.240307,63243.0,6112.756868
Four-Door Car,Basic,Offer1,Medical Leave,Married,High School or Below,2.0,65.0,312.0,27558.0,7568.85152
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,3.0,90.0,527.539078,59789.0,7143.035873
Four-Door Car,Basic,Offer2,Unemployed,Single,High School or Below,2.0,63.0,661.7151,0.0,17759.38575
Four-Door Car,Extended,Offer1,Medical Leave,Married,High School or Below,7.0,83.0,398.4,19831.0,6438.995346
Two-Door Car,Basic,Offer3,Medical Leave,Married,High School or Below,8.0,63.0,453.6,26660.0,4892.422239
SUV,Extended,Offer2,Employed,Single,High School or Below,3.0,137.0,696.757797,69792.0,11058.22493
SUV,Basic,Offer3,Employed,Married,Doctor,1.0,102.0,489.6,34378.0,4118.539113
Two-Door Car,Basic,Offer4,Employed,Married,College,1.0,74.0,238.517525,66524.0,2899.922473
Four-Door Car,Basic,Offer1,Medical Leave,Single,Bachelor,1.0,69.0,331.2,29735.0,2453.570794
Two-Door Car,Premium,Offer1,Employed,Divorced,Bachelor,1.0,118.0,373.227044,69921.0,4670.058282
Four-Door Car,Basic,Offer3,Retired,Married,High School or Below,1.0,61.0,292.8,27972.0,2227.072755
Four-Door Car,Basic,Offer3,Employed,Divorced,Master,3.0,71.0,487.070965,54684.0,5574.959174
SUV,Premium,Offer1,Employed,Married,Master,1.0,140.0,456.52385,50335.0,5619.068508
Two-Door Car,Extended,Offer4,Employed,Married,Bachelor,1.0,83.0,544.712653,97576.0,3359.239423
Two-Door Car,Premium,Offer3,Employed,Married,Bachelor,1.0,115.0,534.079032,97017.0,4637.034667
Four-Door Car,Extended,Offer1,Employed,Single,College,8.0,82.0,537.78416,44712.0,6085.304178
Two-Door Car,Basic,Offer1,Disabled,Divorced,Master,3.0,68.0,268.1726,12940.0,5130.823951
Four-Door Car,Basic,Offer1,Employed,Married,College,2.0,66.0,316.8,88430.0,13297.63587
Four-Door Car,Basic,Offer2,Employed,Married,Master,1.0,69.0,56.60333,36650.0,2725.356404
Two-Door Car,Basic,Offer2,Employed,Married,College,5.0,62.0,400.959425,62803.0,4957.033603
Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,6.0,61.0,151.13336,55702.0,4961.405917
Two-Door Car,Basic,Offer2,Unemployed,Married,High School or Below,3.0,67.0,321.6,0.0,4788.932598
SUV,Basic,Offer1,Retired,Married,Bachelor,2.0,106.0,508.8,22828.0,16473.16905
SUV,Extended,Offer1,Unemployed,Married,High School or Below,1.0,138.0,900.617364,0.0,5140.11289
Four-Door Car,Extended,Offer2,Medical Leave,Married,Doctor,2.0,79.0,379.2,17932.0,21274.34205
Four-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,1.0,86.0,569.130423,0.0,3011.270628
Two-Door Car,Basic,Offer1,Employed,Married,College,7.0,73.0,305.031114,94846.0,5918.330563
Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,1.0,62.0,69.794432,48791.0,2451.535793
SUV,Basic,Offer1,Employed,Married,College,3.0,118.0,161.590594,87840.0,9419.883665
Two-Door Car,Basic,Offer1,Employed,Married,College,5.0,70.0,283.743206,39507.0,5607.253592
Four-Door Car,Extended,Offer2,Employed,Married,Master,2.0,85.0,408.0,70961.0,17114.32815
Four-Door Car,Basic,Offer1,Unemployed,Divorced,High School or Below,1.0,61.0,292.8,0.0,2129.063055
Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,7.0,89.0,427.2,23032.0,7094.167717
Two-Door Car,Extended,Offer1,Employed,Married,College,3.0,85.0,408.0,96832.0,6864.647514
Four-Door Car,Premium,Offer3,Employed,Married,College,1.0,110.0,528.0,83220.0,4434.028141
SUV,Extended,Offer1,Employed,Single,Doctor,2.0,121.0,491.151197,39393.0,32677.34284
Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2.0,90.0,289.904105,41520.0,32269.85139
Two-Door Car,Basic,Offer4,Unemployed,Married,High School or Below,2.0,63.0,302.4,0.0,21283.6362
Two-Door Car,Extended,Offer2,Employed,Married,Doctor,4.0,96.0,689.507724,61726.0,7540.911474
Four-Door Car,Basic,Offer2,Unemployed,Single,High School or Below,1.0,71.0,511.2,0.0,2414.072446
Two-Door Car,Premium,Offer1,Unemployed,Single,Bachelor,1.0,108.0,777.6,0.0,3530.007745
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,2.0,61.0,657.808231,0.0,19116.56806
Two-Door Car,Basic,Offer3,Employed,Married,Master,2.0,71.0,203.993499,81947.0,8621.172176
SUV,Basic,Offer3,Employed,Single,Master,8.0,113.0,249.799752,62277.0,8837.334639
Four-Door Car,Premium,Offer2,Employed,Married,College,1.0,110.0,528.0,58842.0,4362.931238
Two-Door Car,Extended,Offer4,Employed,Married,High School or Below,2.0,99.0,72.632934,91375.0,32196.60037
Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1.0,67.0,321.6,22398.0,2590.096027
Four-Door Car,Extended,Offer2,Employed,Single,College,1.0,80.0,576.0,54420.0,3115.704933
SUV,Extended,Offer2,Employed,Married,High School or Below,1.0,122.0,817.692013,51246.0,4889.609695
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,6.0,61.0,292.8,76283.0,4938.21454
Four-Door Car,Extended,Offer1,Medical Leave,Single,Bachelor,3.0,84.0,403.2,21832.0,6089.517361
SUV,Basic,Offer1,Unemployed,Single,Bachelor,1.0,101.0,1201.085226,0.0,3569.864625
SUV,Basic,Offer2,Employed,Divorced,College,7.0,116.0,556.8,48029.0,9101.523916
Four-Door Car,Extended,Offer2,Unemployed,Single,Bachelor,1.0,88.0,422.4,0.0,3054.541283
Four-Door Car,Basic,Offer2,Employed,Married,Doctor,1.0,71.0,16.150175,43793.0,2842.822337
Four-Door Car,Basic,Offer2,Employed,Married,Doctor,4.0,62.0,31.707317,46896.0,4951.656084
Two-Door Car,Extended,Offer1,Employed,Married,High School or Below,3.0,99.0,22.819088,82877.0,7919.197048
Two-Door Car,Basic,Offer2,Employed,Married,College,2.0,70.0,39.336222,64502.0,8355.774443
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,61.0,386.031248,44788.0,7285.030983
Four-Door Car,Basic,Offer1,Medical Leave,Married,Master,9.0,69.0,331.2,25545.0,5348.071007
Four-Door Car,Basic,Offer1,Medical Leave,Married,Master,8.0,72.0,154.750098,11343.0,5507.242176
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,71.0,340.8,51790.0,2859.40857
SUV,Basic,Offer1,Employed,Married,Bachelor,2.0,105.0,504.0,71644.0,38410.59556
SUV,Basic,Offer1,Unemployed,Single,Bachelor,2.0,116.0,835.2,0.0,27287.50099
Luxury Car,Basic,Offer4,Employed,Married,Bachelor,1.0,181.0,422.960234,51791.0,7148.331333
SUV,Basic,Offer1,Medical Leave,Divorced,Doctor,8.0,108.0,648.925597,12617.0,8123.955566
SUV,Premium,Offer2,Employed,Married,Bachelor,3.0,194.0,218.342169,68086.0,15470.59658
SUV,Basic,Offer1,Medical Leave,Divorced,College,9.0,118.0,566.4,29136.0,8927.565817
Four-Door Car,Basic,Offer1,Employed,Married,College,3.0,71.0,340.8,59768.0,5532.863336
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,3.0,74.0,532.8,0.0,5208.35385
Two-Door Car,Basic,Offer2,Employed,Single,College,1.0,71.0,18.918935,50071.0,2771.045031
SUV,Basic,Offer2,Unemployed,Single,High School or Below,7.0,104.0,1114.092784,0.0,7324.285428
Luxury SUV,Basic,Offer2,Unemployed,Single,College,9.0,184.0,1394.849254,0.0,12779.89903
Four-Door Car,Basic,Offer1,Retired,Divorced,Bachelor,3.0,65.0,312.0,17622.0,4458.113369
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2.0,69.0,279.51121,56021.0,8232.760182
Sports Car,Basic,Offer3,Retired,Married,Bachelor,1.0,100.0,720.0,12454.0,3683.472334
Four-Door Car,Basic,Offer2,Employed,Married,College,2.0,67.0,321.6,20961.0,8009.472833
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,4.0,97.0,863.219668,0.0,6507.751779
Sports Car,Basic,Offer1,Disabled,Divorced,High School or Below,2.0,103.0,241.141192,27587.0,30286.68586
Luxury Car,Premium,Offer2,Employed,Single,Bachelor,1.0,283.0,1358.4,51643.0,11009.13049
Four-Door Car,Basic,Offer3,Unemployed,Single,Bachelor,1.0,61.0,439.2,0.0,2167.330201
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1.0,68.0,487.345606,0.0,2369.439009
Four-Door Car,Basic,Offer2,Employed,Married,Doctor,1.0,65.0,312.0,46168.0,2588.860221
SUV,Extended,Offer3,Unemployed,Single,College,2.0,132.0,950.4,0.0,13494.76017
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,72.0,202.81373,76214.0,8676.698631
Four-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,1.0,65.0,312.0,24744.0,2514.282096
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,68.0,326.4,43278.0,2721.585434
Four-Door Car,Basic,Offer2,Employed,Single,Master,1.0,74.0,355.2,82611.0,2893.739608
Luxury Car,Basic,Offer2,Unemployed,Single,High School or Below,9.0,197.0,1418.4,0.0,13883.32934
Four-Door Car,Basic,Offer1,Medical Leave,Divorced,Master,1.0,66.0,316.8,17193.0,2506.263939
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,3.0,97.0,465.6,0.0,6583.205691
Two-Door Car,Extended,Offer2,Unemployed,Single,College,1.0,85.0,612.0,0.0,2897.779107
Luxury Car,Extended,Offer3,Employed,Single,High School or Below,8.0,223.0,1070.4,86205.0,17776.82267
Four-Door Car,Extended,Offer1,Unemployed,Single,College,1.0,97.0,698.4,0.0,3362.551989
Four-Door Car,Extended,Offer1,Employed,Married,College,3.0,92.0,501.092992,30449.0,7390.903278
Four-Door Car,Extended,Offer4,Employed,Married,College,3.0,85.0,520.364752,96610.0,6915.729915
Sports Car,Extended,Offer3,Disabled,Divorced,Bachelor,3.0,126.0,95.845811,23059.0,9421.101961
Four-Door Car,Extended,Offer1,Unemployed,Single,College,2.0,98.0,941.718054,0.0,10442.44633
SUV,Extended,Offer1,Disabled,Married,Master,1.0,139.0,516.237951,10511.0,5346.916576
SUV,Basic,Offer2,Disabled,Single,College,6.0,114.0,820.8,11193.0,8164.31273
Sports Car,Basic,Offer1,Employed,Divorced,College,2.0,115.0,86.27772,55761.0,18269.27017
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2.0,93.0,620.011594,85297.0,14970.28509
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2.0,95.0,317.844812,66538.0,11473.48149
SUV,Premium,Offer1,Employed,Married,Bachelor,2.0,182.0,952.849701,56044.0,21776.5819
Four-Door Car,Extended,Offer3,Unemployed,Single,Bachelor,1.0,89.0,427.2,0.0,3097.915845
Four-Door Car,Basic,Offer3,Employed,Divorced,Bachelor,2.0,70.0,336.0,52339.0,7985.14214
Sports Car,Basic,Offer3,Employed,Married,Master,5.0,112.0,537.6,71499.0,9024.199159
Four-Door Car,Basic,Offer2,Employed,Married,College,1.0,69.0,62.625841,70793.0,2776.772734
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2.0,97.0,465.6,45893.0,11606.84868
SUV,Premium,Offer1,Employed,Married,Bachelor,2.0,153.0,734.4,63035.0,49221.43073
Four-Door Car,Basic,Offer1,Retired,Married,Bachelor,2.0,67.0,404.817249,23665.0,22658.53652
Luxury Car,Extended,Offer1,Employed,Married,College,2.0,214.0,1027.2,71210.0,25807.063
Four-Door Car,Extended,Offer1,Retired,Single,College,3.0,86.0,412.8,13528.0,6005.847375
Four-Door Car,Basic,Offer2,Unemployed,Single,High School or Below,1.0,68.0,489.6,0.0,2311.118403
Four-Door Car,Basic,Offer1,Employed,Married,College,8.0,66.0,316.8,85753.0,5285.079293
Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,5.0,73.0,297.738909,50320.0,5846.520588
Luxury SUV,Extended,Offer1,Employed,Divorced,Bachelor,1.0,215.0,1032.0,46503.0,8427.172486
SUV,Extended,Offer3,Unemployed,Single,College,3.0,129.0,619.2,0.0,9227.567263
Four-Door Car,Extended,Offer4,Medical Leave,Married,College,3.0,83.0,377.917394,25646.0,6013.73829
Four-Door Car,Extended,Offer4,Employed,Married,College,1.0,90.0,432.0,35695.0,3543.232138
Four-Door Car,Premium,Offer1,Unemployed,Single,High School or Below,2.0,113.0,813.6,0.0,11624.82149
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,1.0,65.0,312.0,27861.0,2587.107864
Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,2.0,73.0,350.4,97361.0,8622.835375
Four-Door Car,Premium,Offer1,Medical Leave,Single,High School or Below,2.0,114.0,820.8,28613.0,29232.69297
Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,5.0,63.0,113.534474,36234.0,5041.29961
Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,1.0,65.0,251.321448,93987.0,2619.478929
Sports Car,Basic,Offer1,Employed,Married,College,2.0,105.0,122.302824,85789.0,12332.51669
Two-Door Car,Basic,Offer1,Disabled,Single,High School or Below,3.0,61.0,292.8,11904.0,4254.620669
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,1.0,87.0,401.484738,0.0,3008.969524
SUV,Extended,Offer1,Unemployed,Single,College,2.0,132.0,950.4,0.0,13283.86446
Four-Door Car,Basic,Offer4,Employed,Married,College,6.0,68.0,111.586995,99553.0,5510.965059
Two-Door Car,Basic,Offer4,Employed,Married,College,1.0,71.0,167.405624,67952.0,2843.557702
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1.0,91.0,655.2,28304.0,3579.023825
SUV,Basic,Offer1,Unemployed,Married,College,2.0,102.0,489.6,0.0,22103.5072
Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,9.0,61.0,223.305224,51144.0,4768.955924
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,68.0,326.4,26744.0,2694.599099
SUV,Basic,Offer1,Employed,Married,Bachelor,7.0,105.0,553.553427,33409.0,8370.56545
Luxury SUV,Extended,Offer1,Employed,Divorced,Bachelor,1.0,215.0,1032.0,46503.0,8427.172486
Four-Door Car,Premium,Offer1,Employed,Married,College,2.0,119.0,148.98255,95715.0,14120.03562
Two-Door Car,Basic,Offer1,Employed,Single,College,1.0,68.0,141.922839,52266.0,2665.447079
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,5.0,85.0,410.946167,42433.0,6751.782327
Two-Door Car,Premium,Offer1,Employed,Married,High School or Below,6.0,106.0,710.740743,40211.0,8391.133455
Two-Door Car,Basic,Offer2,Employed,Married,College,7.0,63.0,108.138715,48328.0,5012.083744
SUV,Extended,Offer4,Employed,Married,High School or Below,2.0,134.0,643.2,28311.0,41855.17315
Sports Car,Basic,Offer2,Employed,Married,High School or Below,5.0,101.0,487.102627,76879.0,8110.704417
Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,5.0,83.0,182.432565,47274.0,6636.859781
Two-Door Car,Premium,Offer2,Employed,Married,Bachelor,3.0,107.0,513.6,96200.0,8632.783576
Four-Door Car,Extended,Offer1,Employed,Single,Master,2.0,82.0,277.871312,34919.0,9547.71004
Four-Door Car,Basic,Offer2,Employed,Single,College,1.0,69.0,331.2,56342.0,2674.730716
SUV,Basic,Offer4,Employed,Single,High School or Below,1.0,117.0,561.6,97065.0,4623.624811
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,3.0,62.0,74.350893,21342.0,4949.803822
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1.0,65.0,312.0,47346.0,2548.842787
Sports Car,Extended,Offer1,Employed,Married,High School or Below,1.0,132.0,697.272246,53603.0,5170.976384
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,65.0,74.463101,99759.0,10314.52484
Four-Door Car,Extended,Offer2,Employed,Married,Doctor,7.0,83.0,83.652384,57240.0,6696.903521
Two-Door Car,Extended,Offer4,Employed,Divorced,College,8.0,79.0,568.8,25899.0,6042.9119
Two-Door Car,Basic,Offer2,Disabled,Married,College,6.0,63.0,302.4,11417.0,4700.007467
Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,3.0,64.0,307.2,35596.0,5066.634057
SUV,Extended,Offer2,Unemployed,Single,High School or Below,1.0,139.0,1000.8,0.0,4896.261605
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,2.0,64.0,307.2,0.0,20496.69426
Four-Door Car,Basic,Offer4,Employed,Married,College,1.0,74.0,491.446146,24049.0,2907.363467
Two-Door Car,Basic,Offer2,Retired,Married,College,5.0,66.0,316.8,26802.0,4636.54647
SUV,Basic,Offer1,Retired,Divorced,High School or Below,2.0,101.0,523.815839,20228.0,10408.96865
Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2.0,87.0,417.6,34244.0,10348.01348
SUV,Extended,Offer3,Employed,Divorced,High School or Below,1.0,132.0,633.6,84240.0,5330.593183
SUV,Premium,Offer1,Unemployed,Single,High School or Below,2.0,185.0,1543.932434,0.0,18726.15325
Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2.0,74.0,355.2,58658.0,11747.65373
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1.0,61.0,114.273025,95697.0,2471.528431
Two-Door Car,Extended,Offer4,Employed,Married,Doctor,9.0,98.0,470.4,45703.0,7879.928952
Two-Door Car,Extended,Offer4,Employed,Married,High School or Below,1.0,96.0,156.429591,66169.0,3790.190029
Sports Car,Basic,Offer2,Disabled,Married,Master,2.0,114.0,663.131089,25663.0,31803.30779
Luxury Car,Basic,Offer4,Employed,Married,College,9.0,182.0,677.63589,55593.0,14203.04178
Two-Door Car,Basic,Offer3,Unemployed,Single,College,1.0,66.0,389.944994,0.0,2215.912948
Two-Door Car,Basic,Offer2,Unemployed,Single,High School or Below,2.0,72.0,866.208321,0.0,7984.086473
Two-Door Car,Extended,Offer2,Employed,Single,College,8.0,95.0,409.868003,61091.0,7496.006588
Four-Door Car,Basic,Offer2,Unemployed,Married,Bachelor,1.0,66.0,433.160284,0.0,2396.219292
SUV,Extended,Offer1,Employed,Single,Bachelor,7.0,123.0,478.609999,55632.0,9775.816061
SUV,Basic,Offer2,Unemployed,Married,Bachelor,7.0,103.0,741.6,0.0,8034.520139
Four-Door Car,Premium,Offer1,Unemployed,Married,High School or Below,2.0,118.0,1118.990694,0.0,17793.60797
Two-Door Car,Basic,Offer2,Employed,Divorced,College,3.0,63.0,378.695238,26480.0,4858.429375
Sports Car,Premium,Offer3,Employed,Married,College,1.0,179.0,1288.8,31670.0,7100.3251
Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2.0,64.0,81.377259,96961.0,7743.918426
Luxury Car,Basic,Offer3,Employed,Single,College,3.0,193.0,273.702709,83283.0,15055.53836
SUV,Extended,Offer3,Employed,Married,Master,1.0,134.0,643.2,49919.0,5432.862643
SUV,Premium,Offer1,Employed,Married,High School or Below,1.0,145.0,510.381882,85956.0,5846.114411
Four-Door Car,Basic,Offer3,Unemployed,Single,Bachelor,1.0,65.0,468.0,0.0,2369.111588
Four-Door Car,Extended,Offer4,Employed,Married,College,3.0,86.0,205.444066,71038.0,6847.1189
SUV,Extended,Offer3,Unemployed,Single,Bachelor,1.0,124.0,595.2,0.0,4340.858797
Four-Door Car,Extended,Offer3,Disabled,Married,College,5.0,86.0,412.8,21853.0,6555.360031
Four-Door Car,Basic,Offer2,Employed,Married,College,1.0,66.0,282.770894,54314.0,2615.852084
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,3.0,80.0,384.0,44368.0,6366.225775
Four-Door Car,Premium,Offer1,Employed,Divorced,High School or Below,2.0,119.0,571.2,46587.0,41787.90343
SUV,Basic,Offer1,Unemployed,Married,High School or Below,3.0,117.0,561.6,0.0,8717.561149
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,5.0,71.0,340.8,27166.0,5406.876611
Four-Door Car,Extended,Offer4,Employed,Married,College,1.0,93.0,446.4,75132.0,3730.144916
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2.0,63.0,246.284609,69346.0,22523.7063
Four-Door Car,Basic,Offer1,Employed,Married,College,5.0,71.0,145.004323,82255.0,5680.276365
Sports Car,Basic,Offer1,Unemployed,Single,Bachelor,1.0,114.0,851.031598,0.0,3884.8552
Two-Door Car,Basic,Offer2,Unemployed,Single,Bachelor,2.0,72.0,518.4,0.0,15122.99194
Four-Door Car,Basic,Offer1,Employed,Married,College,1.0,68.0,446.751243,58828.0,2709.539796
SUV,Basic,Offer1,Employed,Single,College,1.0,111.0,413.002348,43386.0,4312.769798
SUV,Extended,Offer1,Employed,Single,College,2.0,133.0,638.4,39794.0,15512.56424
Two-Door Car,Extended,Offer1,Employed,Single,Master,8.0,77.0,452.095421,43579.0,6135.083838
Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,6.0,95.0,185.355353,96306.0,7519.133631
SUV,Basic,Offer2,Unemployed,Married,Bachelor,1.0,102.0,660.430456,0.0,3567.503755
Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2.0,74.0,197.776009,67969.0,8852.688689
SUV,Basic,Offer3,Medical Leave,Single,College,1.0,117.0,842.4,23480.0,4384.854616
Two-Door Car,Basic,Offer2,Employed,Married,College,8.0,68.0,374.024077,63633.0,5391.775844
SUV,Extended,Offer3,Employed,Single,College,1.0,124.0,562.667789,59438.0,4815.851943
Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,2.0,62.0,183.117146,97849.0,7504.685954
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4.0,69.0,593.654484,47611.0,5484.588155
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,3.0,63.0,302.4,33176.0,4981.825724
Luxury SUV,Basic,Offer2,Employed,Married,Master,3.0,199.0,419.26062,79041.0,16138.41628
Two-Door Car,Basic,Offer1,Unemployed,Single,Master,9.0,61.0,208.892861,0.0,4151.667368
Four-Door Car,Extended,Offer2,Employed,Married,College,8.0,82.0,393.6,72608.0,6521.368813
